Gender,Age at enrollment,Marital status,Course,Previous qualification,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target
Male,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,21,Married,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Male,21,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,32,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,22,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,32,Single,Agronomy,Higher education - degree,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,35,Single,Advertising and Marketing Management,Frequency of higher education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,23,Single,Management,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Male,39,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,35,Married,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,32,Married,Agronomy,Higher education - degree,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,20,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,34,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Enrolled
Male,44,Single,Management (evening attendance),Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,53,Married,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,28,Single,Informatics Engineering,Basic education 3rd cycle (9th/10th/11th year) or equiv.,No,No,No,No,No,12.4,0.5,1.79,Dropout
Male,31,Single,Management (evening attendance),Higher education - degree,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,18,Single,Animation and Multimedia Design,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Enrolled
Male,44,Single,Agronomy,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,19,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,21,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,55,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,27,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,19,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,43,Married,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,29,Married,Management (evening attendance),Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Male,44,Single,Equinculture,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Male,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Male,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,36,Married,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,19,Single,Equinculture,Technological specialization course,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Male,29,Married,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Male,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,24,Single,Agronomy,Secondary education,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,45,Married,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Male,28,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,23,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,23,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,22,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,22,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,33,Single,Management (evening attendance),Other - 11th year of schooling,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,21,Single,Agronomy,Professional higher technical course,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,45,Married,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,44,Married,Agronomy,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,42,Divorced,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Male,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Male,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Male,26,Single,Social Service (evening attendance),Secondary education,No,No,No,No,No,12.4,0.5,1.79,Dropout
Male,31,Married,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,28,Single,Journalism and Communication,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,20,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,43,Married,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,25,Single,Animation and Multimedia Design,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,40,Single,Social Service,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,20,Single,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,46,Married,Social Service (evening attendance),Other - 11th year of schooling,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,26,Single,Biofuel Production Technologies,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,34,Married,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,37,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,23,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,26,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Journalism and Communication,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,20,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,22,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,20,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Female,19,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,18,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,33,Single,Management,Higher education - degree,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,18,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Female,19,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,25,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Female,19,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,33,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,37,Married,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,21,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,26,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,41,Single,Management,Other - 11th year of schooling,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,31,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,23,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,40,Married,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,32,Single,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,24,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,27,Single,Agronomy,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,26,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,19,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,21,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,24,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Female,20,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,30,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,22,Single,Basic Education,Secondary education,No,No,No,No,No,11.1,0.6,2.02,Enrolled
Female,21,Single,Management,Higher education - degree,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,26,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,23,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,18,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Female,21,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,21,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,22,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Veterinary Nursing,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,27,Married,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,22,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,34,Married,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,20,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,25,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,18,Single,Equinculture,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,21,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,29,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,21,Single,Social Service (evening attendance),Professional higher technical course,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,34,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,24,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Male,28,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Male,28,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,22,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,26,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,21,Single,Tourism,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Male,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,22,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,36,Married,Informatics Engineering,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,25,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,35,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,22,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,26,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,20,Single,Agronomy,Technological specialization course,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Male,50,Single,Social Service (evening attendance),Other - 11th year of schooling,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,35,Single,Agronomy,Higher education - degree,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,43,Married,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,25,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,19,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,20,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,22,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,32,Married,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,57,Married,Journalism and Communication,Basic education 2nd cycle (6th/7th/8th year) or equiv.,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,20,Single,Nursing,Secondary education,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Male,38,Single,Management (evening attendance),Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Male,45,Married,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
